,Code,Name,Country,Exchange,Currency,Type,Isin
19533,GDEN,Golden Entertainment Inc,USA,NASDAQ,USD,Common Stock,US3810131017
19537,GDET,GD Entertainment & Technology Inc,USA,PINK,USD,Common Stock,US36830V2007
19539,GDEV,Nexters Inc. Ordinary Shares,USA,NASDAQ,USD,Common Stock,
19540,GDEVW,Nexters Inc. Warrant,USA,NASDAQ,USD,Common Stock,
19550,GDIFF,GDI Integrated Facility Services Inc,USA,OTCGREY,USD,Common Stock,
19557,GDL-PC,The GDL Fund,USA,NYSE,USD,Preferred Share,
19558,GDLC,Grayscale Digital Large Cap Fund LLC,USA,OTCQX,USD,Common Stock,KYG407051088
19560,GDLLF,Geodrill Limited,USA,PINK,USD,Common Stock,
19561,GDLNF,Greenland Minerals Limited,USA,PINK,USD,Common Stock,AU000000GGG4
19563,GDMIF,Goldstar Minerals Inc,USA,PINK,USD,Common Stock,
19565,GDMK,Global Diversified Marketing Group Inc,USA,PINK,USD,Common Stock,
19567,GDMRF,Golden Dawn Minerals Inc,USA,PINK,USD,Common Stock,
19570,GDNEF,Golden Eagle Retail Group Limited,USA,PINK,USD,Common Stock,
19571,GDNGY,PT Gudang Garam Tbk,USA,PINK,USD,Common Stock,
19572,GDNSF,Goodness Growth Holdings Inc,USA,OTCQX,USD,Common Stock,CA38238W1032
19574,GDOT,Green Dot Corporation,USA,NYSE,USD,Common Stock,US39304D1028
19575,GDP,Goodrich Petroleum Corporation,USA,NYSE MKT,USD,Common Stock,US3824108431
19576,GDPCW,GDPCW,USA,PINK,USD,Common Stock,
19577,GDPEF,Resource Capital Gold Corp,USA,OTCGREY,USD,Common Stock,
19578,GDPHF,Godolphin Resources Limited,USA,PINK,USD,Common Stock,
19579,GDQMF,Goldquest Mining Corp,USA,PINK,USD,Common Stock,CA38144C1005
19581,GDRX,GoodRx Holdings Inc,USA,NASDAQ,USD,Common Stock,US38246G1085
19582,GDRZF,Gold Reserve Inc,USA,OTCQX,USD,Common Stock,CA38068N3067
19583,GDS,GDS Holdings Limited,USA,NASDAQ,USD,Common Stock,US36165L1089
19584,GDSI,Global Digital Solutions Inc,USA,PINK,USD,Common Stock,US37944K1060
19585,GDSKF,Nevada Zinc Corporation,USA,OTCGREY,USD,Common Stock,
19590,GDV-PG,The Gabelli Dividend & Income Trust PFD SER G,USA,NYSE,USD,Preferred Share,
19591,GDV-PH,The Gabelli Dividend & Income Trust,USA,NYSE,USD,Preferred Share,
19592,GDVE,Global Development & Environmental Resources Inc,USA,OTCGREY,USD,Common Stock,
19593,GDVM,Global Developments Inc,USA,PINK,USD,Common Stock,US3789743073
19594,GDVTZ,Gould Investors L.P,USA,PINK,USD,Common Stock,
19598,GDXRF,Goldex Resources Corporation,USA,PINK,USD,Common Stock,
19600,GDYMF,ReNu Energy Limited,USA,PINK,USD,Common Stock,
19601,GDYN,Grid Dynamics Holdings Inc,USA,NASDAQ,USD,Common Stock,US39813G1094
19602,GDYNW,Grid Dynamics Holdings Inc,USA,NASDAQ,USD,Common Stock,
19603,GDYRF,Goodyear (Thailand) Public Company Limited,USA,OTCGREY,USD,Common Stock,
19604,GE,General Electric Company,USA,NYSE,USD,Common Stock,US3696043013
19607,GEAGF,GEA Group Aktiengesellschaft,USA,PINK,USD,Common Stock,
19608,GEAHF,Great Eagle Holdings Limited,USA,PINK,USD,Common Stock,
19609,GEATF,Radiko Holdings Corp,USA,PINK,USD,Common Stock,CA75034R1029
19612,GEBHF,Genting Berhad,USA,PINK,USD,Common Stock,
19613,GEBHY,Genting Berhad,USA,PINK,USD,Common Stock,US3724523002
19616,GEBRF,Greenbriar Capital Corp,USA,PINK,USD,Common Stock,
19619,GECC,Great Elm Capital Corporation,USA,NASDAQ,USD,Common Stock,US3903201099
19620,GECCM,GECCM,USA,NASDAQ,USD,Common Stock,
19621,GECCN,Great Elm Capital,USA,NASDAQ,USD,Common Stock,
19622,GECCO,Great Elm Capital Corp. 5.875% Notes due 2026,USA,NASDAQ,USD,Common Stock,
19623,GECFF,Gecina SA,USA,OTCGREY,USD,Common Stock,
19629,GEECF,Global Environmental Energy Corp,USA,PINK,USD,Common Stock,BSP477251099
19630,GEF,Greif Inc,USA,NYSE,USD,Common Stock,US3976241071
19631,GEF-B,Greif Inc,USA,NYSE,USD,Common Stock,US3976242061
19633,GEFI,Geo Finance Corporation,USA,OTCCE,USD,Common Stock,US37251H1005
19636,GEG,Great Elm Group Inc,USA,NASDAQ,USD,Common Stock,US39037G1094
19639,GEGI,Genesis Electronics Group Inc,USA,PINK,USD,Common Stock,
19640,GEGP,Gold Entertainment Group Inc,USA,PINK,USD,Common Stock,US38059X2062
19641,GEGR,Gaensel Energy Group Inc,USA,PINK,USD,Common Stock,US36255Q1085
19643,GEGYF,Genel Energy plc,USA,PINK,USD,Common Stock,
19644,GEGYY,Genel Energy plc,USA,PINK,USD,Common Stock,US3687051090
19645,GEHDY,Great Eastern Holdings Limited,USA,PINK,USD,Common Stock,US39032W1099
19648,GEIN,Genesys Industries Inc,USA,PINK,USD,Common Stock,
19649,GEIND,Forza Innovations Inc,USA,PINK,USD,Common Stock,
19651,GEL,Genesis Energy L.P,USA,NYSE,USD,Common Stock,US3719271047
19652,GELGF,Chatham Rock Phosphate Limited,USA,OTCGREY,USD,Common Stock,
19653,GELV,Green Energy Live Inc,USA,OTCCE,USD,Common Stock,US39303U2042
19654,GELYF,Geely Automobile Holdings Limited,USA,PINK,USD,Common Stock,KYG3777B1032
19655,GELYY,Geely Automobile Holdings Limited,USA,PINK,USD,Common Stock,US36847Q1031
19668,GEMZ,Gemxx Corp,USA,PINK,USD,Common Stock,US36870K1060
19670,GENC,Gencor Industries Inc,USA,NASDAQ,USD,Common Stock,US3686781085
19671,GENE,Genetic Technologies Limited,USA,NASDAQ,USD,Common Stock,US37185R3075
19672,GENGF,Gear Energy Ltd,USA,OTCQX,USD,Common Stock,
19673,GENH,Generation Hemp Inc,USA,OTCQB,USD,Common Stock,
19674,GENI,Genius Sports Limited,USA,NYSE,USD,Common Stock,GG00BMF1JR16
19676,GENMF,Generation Mining Limited,USA,OTCQB,USD,Common Stock,
19677,GENN,Genesis Healthcare Inc,USA,PINK,USD,Common Stock,US37185X1063
19678,GENPF,Genix Pharmaceuticals Corporation,USA,OTCGREY,USD,Common Stock,
19679,GENSF,Genus plc,USA,PINK,USD,Common Stock,
19680,GENTF,G5 Entertainment AB (publ),USA,OTCQX,USD,Common Stock,
19681,GENX,Genex Pharmaceutical Inc,USA,PINK,USD,Common Stock,US37227T1051
19684,GEO,The GEO Group Inc,USA,NYSE,USD,Common Stock,US36162J1060
19685,GEOR,GeoPetro Resources Company,USA,PINK,USD,Common Stock,US37248H3049
19686,GEOS,Geospace Technologies Corporation,USA,NASDAQ,USD,Common Stock,US37364X1090
19688,GEPC,Gepco Ltd,USA,OTCCE,USD,Common Stock,US37369U1007
19697,GERFF,Glen Eagle Resources Inc,USA,OTCGREY,USD,Common Stock,
19700,GERN,Geron Corporation,USA,NASDAQ,USD,Common Stock,US3741631036
19701,GERS,GreenShift Corporation,USA,PINK,USD,Common Stock,US39571U6055
19703,GES,Guess' Inc,USA,NYSE,USD,Common Stock,US4016171054
19705,GESI,General European Strategic Investments Inc,USA,PINK,USD,Common Stock,
19712,GETH,Green EnviroTech Holdings Corp,USA,PINK,USD,Common Stock,US39303B3050
19713,GETPF,Getech Group plc,USA,PINK,USD,Common Stock,
19714,GETVF,Mediaset España Comunicación S.A,USA,PINK,USD,Common Stock,
19715,GETVY,Mediaset Espana Comunicacion S.A,USA,OTCGREY,USD,Common Stock,
19716,GEVI,General Environmental Management Inc,USA,PINK,USD,Common Stock,US36976P2074
19717,GEVO,Gevo Inc,USA,NASDAQ,USD,Common Stock,US3743964062
19721,GFASY,Gafisa S.A,USA,PINK,USD,Common Stock,US3626074005
19724,GFCI,Grifco International Inc,USA,OTCCE,USD,Common Stock,
19726,GFCJ,Guaranty Financial Corporation,USA,PINK,USD,Common Stock,
19730,GFDV,General Finance & Development Inc,USA,PINK,USD,Common Stock,
19731,GFED,Guaranty Federal Bancshares Inc,USA,NASDAQ,USD,Common Stock,US40108P1012
19732,GFF,Griffon Corporation,USA,NYSE,USD,Common Stock,US3984331021
19737,GFGSF,GFG Resources Inc,USA,OTCQB,USD,Common Stock,CA36165F1018
19739,GFGVF,Fast Line Holding Inc,USA,PINK,USD,Common Stock,
19740,GFGY,Granite Falls Energy LLC,USA,OTCGREY,USD,Common Stock,
19741,GFI,Gold Fields Limited,USA,NYSE,USD,Common Stock,US38059T1060
19742,GFIOF,Gold Fields Limited,USA,PINK,USD,Common Stock,
19744,GFIZF,Gfinity plc,USA,PINK,USD,Common Stock,
19746,GFKRF,Opus One Gold Corporation,USA,OTCGREY,USD,Common Stock,
19747,GFKSY,Gulf Keystone Petroleum Limited,USA,PINK,USD,Common Stock,US4023121027
19748,GFL,GFL Environmental Inc,USA,NYSE,USD,Common Stock,CA36168Q1046
19749,GFLU,GFL Environmental Inc,USA,NYSE,USD,Common Stock,US36168Q1206
19750,GFMH,Goliath Film and Media Holdings,USA,PINK,USD,Common Stock,
19751,GFN,General Finance Corporation,USA,NASDAQ,USD,Common Stock,US3698221013
19752,GFOO,Genufood Energy Enzymes Corp,USA,PINK,USD,Common Stock,US37252L2097
19753,GFOR,Graf Acquisition Corp IV,USA,NYSE,USD,Common Stock,US3842721009
19754,GFOR-U,GFOR-U,USA,NYSE,USD,Common Stock,
19755,GFOR-UN,Graf Acquisition Corp. IV,USA,NYSE,USD,Common Stock,
19756,GFOR-WS,GFOR-WS,USA,NYSE,USD,Common Stock,
19769,GFTRF,Gold'n Futures Mineral Corp,USA,PINK,USD,Common Stock,
19770,GFTX,Global Fiber Technologies Inc,USA,PINK,USD,Common Stock,US3793411006
19778,GFX,Golden Falcon Acquisition Corp,USA,NYSE,USD,Common Stock,US38102H1095
19779,GFX-U,GFX-U,USA,NYSE,USD,Common Stock,
19780,GFX-WS,GFX-WS,USA,NYSE,USD,Common Stock,
19783,GGAL,Grupo Financiero Galicia S.A,USA,NASDAQ,USD,Common Stock,US3999091008
19784,GGAZF,Goldgroup Mining Inc,USA,PINK,USD,Common Stock,CA38141A1075
19785,GGB,Gerdau S.A,USA,NYSE,USD,Common Stock,US3737371050
19786,GGBBF,LXRandCo Inc,USA,OTCGREY,USD,Common Stock,
19789,GGBL,Guar Global Limited,USA,OTCCE,USD,Common Stock,
19791,GGBXF,Green Growth Brands Inc,USA,PINK,USD,Common Stock,CA39305B1058
19796,GGCPF,Generic Gold Corporation,USA,OTCQB,USD,Common Stock,
19801,GGDVF,Guangdong Investment Limited,USA,PINK,USD,Common Stock,
19802,GGDVY,Guangdong Investment Limited,USA,PINK,USD,Common Stock,US4006542082
19814,GGG,Graco Inc,USA,NYSE,USD,Common Stock,US3841091040
19819,GGGOF,Galane Gold Ltd,USA,OTCQB,USD,Common Stock,
19821,GGGRF,Global Gardens Group Inc,USA,PINK,USD,Common Stock,
19822,GGGSF,Greggs plc,USA,OTCGREY,USD,Common Stock,
19823,GGGV,G3 VRM Acquisition Corp. Class A Common Stock,USA,NASDAQ,USD,Common Stock,
19824,GGGVR,G3 VRM Acquisition Corp. Rights,USA,NASDAQ,USD,Common Stock,
19825,GGGVU,G3 VRM Acquisition Corp. Units,USA,NASDAQ,USD,Common Stock,US3624252090
19834,GGIFF,Garibaldi Resources Corp,USA,PINK,USD,Common Stock,
19836,GGII,Green Globe International Inc,USA,PINK,USD,Common Stock,US3930482027
19842,GGISF,Genesis Metals Corp,USA,PINK,USD,Common Stock,
19850,GGLDF,Getchell Gold Corp,USA,OTCQB,USD,Common Stock,
19853,GGLT,Giant Group Ltd,USA,PINK,USD,Common Stock,US3745033080
19854,GGLXF,GGL Resources Corp,USA,OTCGREY,USD,Common Stock,
19856,GGMC,Glenfarne Merger Corp,USA,NASDAQ,USD,Common Stock,US3785791068
19857,GGMCU,Glenfarne Merger Corp,USA,NASDAQ,USD,Common Stock,US3785792058
19858,GGMCW,Glenfarne Merger Corp,USA,NASDAQ,USD,Common Stock,
19862,GGNDF,GN Store Nord A/S,USA,PINK,USD,Common Stock,
19863,GGNNW,Genocea Biosciences Inc. WT A EXP 010923,USA,PINK,USD,Common Stock,
19864,GGNPF,PT Gudang Garam Tbk,USA,PINK,USD,Common Stock,
19866,GGO,The Gabelli Go Anywhere Trust,USA,NYSE MKT,USD,Common Stock,US36250J1097
19867,GGO-PA,The Gabelli Go Anywhere Trust,USA,NYSE MKT,USD,Preferred Share,
19877,GGPI,Gores Guggenheim Inc,USA,NASDAQ,USD,Common Stock,US38286Q1076
19878,GGPIU,Gores Guggenheim Inc,USA,NASDAQ,USD,Common Stock,US38286Q2066
19879,GGPIW,Gores Guggenheim Inc,USA,NASDAQ,USD,Common Stock,
19881,GGPXF,G-Resources Group Limited,USA,PINK,USD,Common Stock,
19886,GGRGF,Groupe Gorgé SA,USA,PINK,USD,Common Stock,
19887,GGRN,Global Green Solutions Inc,USA,OTCCE,USD,Common Stock,US37947A1051
19888,GGROU,Golden Growers Cooperative,USA,OTCGREY,USD,Common Stock,
19896,GGSM,Gold and GemStone Mining Inc,USA,PINK,USD,Common Stock,US3804851026
19904,GGT,The Gabelli Multimedia Trust Inc,USA,NYSE,USD,Common Stock,US36239Q1094
19905,GGT-PE,The Gabelli Multimedia Trust Inc. 5.125% PFD SER E,USA,NYSE,USD,Preferred Share,
19906,GGT-PG,The Gabelli Multimedia Trust Inc,USA,NYSE,USD,Common Stock,
19907,GGTHF,Golden Goliath Resources Ltd,USA,PINK,USD,Common Stock,
19909,GGTTF,Avant Brands Inc,USA,OTCQX,USD,Common Stock,CA05353D1033
19914,GGXXF,GGX Gold Corp,USA,OTCQB,USD,Common Stock,
19916,GGZ,The Gabelli Global Small and Mid Cap Value Trust,USA,NYSE,USD,Common Stock,US36249W1045
19917,GGZ-PA,The Gabelli Global Small and Mid Cap Value Trust,USA,NYSE,USD,Preferred Share,
19919,GH,Guardant Health Inc,USA,NASDAQ,USD,Common Stock,US40131M1099
19921,GHAC,Gaming & Hospitality Acquisition Corp,USA,NASDAQ,USD,Common Stock,US3646811063
19922,GHACU,Gaming & Hospitality Acquisition Corp,USA,NASDAQ,USD,Common Stock,US3646812053
19923,GHACW,Gaming & Hospitality Acquisition Corp,USA,NASDAQ,USD,Common Stock,
19926,GHAV,Grand Havana Inc,USA,PINK,USD,Common Stock,
19928,GHBWF,Glass House Brands Inc,USA,PINK,USD,Common Stock,
19929,GHC,Graham Holdings Company,USA,NYSE,USD,Common Stock,US3846371041
19930,GHEU,Global Healthcare & Education Management Inc,USA,OTCCE,USD,Common Stock,
19931,GHG,GreenTree Hospitality Group Ltd,USA,NYSE,USD,Common Stock,US39579V1008
19932,GHGH,GuanHua Corporation,USA,OTCCE,USD,Common Stock,
19933,GHGUF,The Go-Ahead Group plc,USA,PINK,USD,Common Stock,GB0003753778
19934,GHIFF,Gamehost Inc,USA,PINK,USD,Common Stock,
19935,GHIL,Green and Hill Industries Inc,USA,OTCCE,USD,Common Stock,US39260U1060
19937,GHL,Greenhill & Co. Inc,USA,NYSE,USD,Common Stock,US3952591044
19938,GHLD,Guild Holdings Company,USA,NYSE,USD,Common Stock,US40172N1072
19939,GHM,Graham Corporation,USA,NYSE,USD,Common Stock,US3845561063
19940,GHMP,Good Hemp Inc,USA,PINK,USD,Common Stock,US38209G1031
19946,GHRI,Goliath Resources Inc,USA,PINK,USD,Common Stock,
19947,GHRID,International Professional Trainings Group Limited,USA,PINK,USD,Common Stock,
19948,GHRS,GH Research PLC Ordinary Shares,USA,NASDAQ,USD,Common Stock,IE000GID8VI0
19951,GHSI,Guardion Health Sciences Inc,USA,NASDAQ,USD,Common Stock,US40145Q4010
19953,GHST,GHST World Inc,USA,PINK,USD,Common Stock,US37444Q1085
19954,GHTI,G-H-3 International Inc,USA,OTCCE,USD,Common Stock,
19958,GHVNF,GoldHaven Resources Corp,USA,OTCQB,USD,Common Stock,
19969,GIB,CGI Inc,USA,NYSE,USD,Common Stock,CA12532H1047
19975,GIBX,GIB Capital Group Inc,USA,PINK,USD,Common Stock,
19976,GIC,Global Industrial Company,USA,NYSE,USD,Common Stock,US37892E1029
19987,GIDMF,Golden Independence Mining Corp,USA,OTCQB,USD,Common Stock,
19996,GIFI,Gulf Island Fabrication Inc,USA,NASDAQ,USD,Common Stock,US4023071024
19998,GIFLF,Grifols S.A,USA,PINK,USD,Common Stock,
20000,GIFOF,Grifols S.A,USA,PINK,USD,Common Stock,
20004,GIFX,GIFA Inc,USA,OTCCE,USD,Common Stock,US36173L1089
20005,GIGA,Giga-tronics Incorporated,USA,OTCQB,USD,Common Stock,US3751753043
20011,GIGGU,GigCapital4 Inc,USA,NASDAQ,USD,Common Stock,US37518G2003
20012,GIGGW,GigCapital4 Inc,USA,NASDAQ,USD,Common Stock,
20015,GIGL,Giggles N' Hugs Inc,USA,PINK,USD,Common Stock,US37518A1043
20016,GIGM,GigaMedia Limited,USA,NASDAQ,USD,Common Stock,SG9999014831
20017,GIGNF,Genting Singapore Limited,USA,PINK,USD,Common Stock,
20018,GIGNY,Genting Singapore Limited,USA,PINK,USD,Common Stock,US37251T1043
20026,GIII,G-III Apparel Group Ltd,USA,NASDAQ,USD,Common Stock,US36237H1014
20028,GIIX,Gores Holdings VIII Inc,USA,NASDAQ,USD,Common Stock,US3828631081
20029,GIIXU,Gores Holdings VIII Inc,USA,NASDAQ,USD,Common Stock,US3828632071
20030,GIIXW,Gores Holdings VIII Inc,USA,NASDAQ,USD,Common Stock,
20036,GIK,GigCapital3 Inc,USA,NYSE,USD,Common Stock,US53228T1016
20037,GIK-U,GIK-U,USA,NYSE,USD,Common Stock,
20038,GIK-WS,GIK-WS,USA,NYSE,USD,Common Stock,
20039,GIKLY,Grifols S.A,USA,PINK,USD,Common Stock,US3984382008
20041,GIL,Gildan Activewear Inc,USA,NYSE,USD,Common Stock,CA3759161035
20044,GILD,Gilead Sciences Inc,USA,NASDAQ,USD,Common Stock,US3755581036
20052,GILT,Gilat Satellite Networks Ltd,USA,NASDAQ,USD,Common Stock,IL0010825102
20054,GILXF,Gitennes Exploration Inc,USA,PINK,USD,Common Stock,
20076,GIPIF,Green Impact Partners Inc,USA,PINK,USD,Common Stock,
20078,GIPRU,Generation Income Properties Inc Unit,USA,NASDAQ,USD,Common Stock,
20099,GIS,General Mills Inc,USA,NYSE,USD,Common Stock,US3703341046
20114,GIVSY,Grupo de Inversiones Suramericana S.A,USA,PINK,USD,Common Stock,US40052Q1058
20117,GIWWU,GigInternational1 Inc,USA,NASDAQ,USD,Common Stock,US37518W2052
20118,GIWWW,"GigInternational1, Inc. Warrant",USA,NASDAQ,USD,Common Stock,
20119,GIX,GigCapital2 Inc,USA,NYSE,USD,Common Stock,US3750361004
20120,GIX-U,GigCapital2 Inc Units each consisting of one share of Common Stock and one Warrant,USA,NYSE,USD,Common Stock,
20121,GIX-WS,GIX-WS,USA,NYSE,USD,Common Stock,
20132,GJCU,GJ Culture Group US Inc,USA,OTCQB,USD,Common Stock,
20133,GJH,STRATS Trust for United States Cellular Corp. Securities Series 2004-6 STRATS 6.375,USA,NYSE,USD,Common Stock,US86311Q2049
20134,GJNSF,Gjensidige Forsikring ASA,USA,OTCGREY,USD,Common Stock,
20135,GJNSY,Gjensidige Forsikring ASA,USA,PINK,USD,Common Stock,US37636X1019
20136,GJO,Strats Trust Wal Mart Stores Inc. STRT CTF 05-4,USA,NYSE,USD,Common Stock,US86312E2000
20137,GJP,STRATS Trust For Dominion Resources Inc. Securities Series 2005-6,USA,NYSE,USD,Common Stock,US78478P8894
20138,GJR,Strats Trust For Procter & Gambel Security CTF 2006-1,USA,NYSE,USD,Common Stock,US8631212086
20140,GJS,STRATS Trust for Goldman Sachs Group Securities Series 2006-2,USA,NYSE,USD,Common Stock,US86311R3012
20141,GJST,GEO JS Tech Group Corp,USA,PINK,USD,Common Stock,
20142,GJT,Strats(SM) Trust For Allstate Corp Securities Series 2006-3 06-3 ASSET BKD,USA,NYSE,USD,Common Stock,US86310N2027
20143,GKIN,Guskin Gold Corp,USA,PINK,USD,Common Stock,
20145,GKIT,Greenkraft Inc,USA,PINK,USD,Common Stock,
20146,GKOS,Glaukos Corporation,USA,NYSE,USD,Common Stock,US3773221029
20147,GKPRF,Gatekeeper Systems Inc,USA,PINK,USD,Common Stock,
20148,GKSDF,Grupo KUO S.A.B. de C.V,USA,OTCGREY,USD,Common Stock,
20149,GKSGF,Grenke AG,USA,OTCGREY,USD,Common Stock,
20150,GKTRF,GEK TERNA Holdings Real Estate Construction S.A,USA,PINK,USD,Common Stock,
20151,GL,Globe Life Inc,USA,NYSE,USD,Common Stock,US37959E1029
20152,GL-P-D,GL-P-D,USA,NYSE,USD,Common Stock,
20153,GL-PD,Globe Life Inc. 4.25% Junior Su,USA,NYSE,USD,Common Stock,
20155,GLAD,Gladstone Capital Corporation,USA,NASDAQ,USD,Common Stock,US3765351008
20156,GLADL,GLADL,USA,NASDAQ,USD,Common Stock,
20157,GLAE,GlassBridge Enterprises Inc,USA,PINK,USD,Common Stock,US3771852023
20160,GLAPF,Glanbia plc,USA,OTCGREY,USD,Common Stock,
20161,GLAPY,Glanbia plc,USA,PINK,USD,Common Stock,US3767881051
20162,GLAQ,Globis Acquisition Corp,USA,NASDAQ,USD,Common Stock,US3795821095
20163,GLAQU,Globis Acquisition Corp,USA,NASDAQ,USD,Common Stock,US3795822085
20164,GLAQW,Globis Acquisition Corp,USA,NASDAQ,USD,Common Stock,
20165,GLASF,Glass House Brands Inc,USA,PINK,USD,Common Stock,
20166,GLATF,Global Atomic Corporation,USA,OTCQX,USD,Common Stock,
20167,GLAXF,GlaxoSmithKline plc,USA,PINK,USD,Common Stock,GB0009252882
20168,GLBB,Global Quest Ltd,USA,OTCCE,USD,Common Stock,
20169,GLBD,Global Seed Corporation,USA,PINK,USD,Common Stock,
20170,GLBE,Global-e Online Ltd,USA,NASDAQ,USD,Common Stock,IL0011741688
20172,GLBH,Globaltech Holdings Inc,USA,PINK,USD,Common Stock,US37948L2097
20174,GLBKF,Goldbank Mining Corporation,USA,OTCGREY,USD,Common Stock,
20175,GLBLU,Cartesian Growth Corporation,USA,NASDAQ,USD,Common Stock,KYG192761230
20176,GLBLW,Cartesian Growth Corporation,USA,NASDAQ,USD,Common Stock,
20179,GLBR,Global Brokerage Inc,USA,PINK,USD,Common Stock,US37891B1098
20180,GLBRF,Global Brands Group Holding Limited,USA,OTCGREY,USD,Common Stock,
20181,GLBS,Globus Maritime Limited,USA,NASDAQ,USD,Common Stock,MHY272651263
20182,GLBXF,Globex Mining Enterprises Inc,USA,OTCQX,USD,Common Stock,
20183,GLBZ,Glen Burnie Bancorp,USA,NASDAQ,USD,Common Stock,US3774071019
20185,GLCC,Good Life China Corporation,USA,OTCCE,USD,Common Stock,
20191,GLCNF,Glencore plc,USA,PINK,USD,Common Stock,JE00B4T3BW64
20192,GLCO,Global Links Corp,USA,PINK,USD,Common Stock,US3794087011
20200,GLDD,Great Lakes Dredge & Dock Corporation,USA,NASDAQ,USD,Common Stock,US3906071093
20201,GLDG,GoldMining Inc,USA,PINK,USD,Common Stock,US3810573069
20207,GLDRF,Idaho Champion Gold Mines Canada Inc,USA,OTCQB,USD,Common Stock,
20211,GLEC,Global Ecology Corp,USA,PINK,USD,Common Stock,US37950A1097
20213,GLEEU,Gladstone Acquisition Corp. Unit,USA,NASDAQ,USD,Common Stock,US37653T2078
20215,GLEO,Galileo Acquisition Corp,USA,NYSE,USD,Common Stock,KYG3770A1022
20216,GLEO-UN,Galileo Acquisition Corp,USA,NASDAQ,USD,Common Stock,
20217,GLEO-WT,Galileo Acquisition Corp. Redee,USA,NYSE,USD,Common Stock,
20221,GLFGF,Global Fashion Group S.A,USA,PINK,USD,Common Stock,
20222,GLFH,Galenfeha Inc,USA,PINK,USD,Common Stock,US3633771023
20223,GLFN,McHenry Metals Golf Corp,USA,OTCGREY,USD,Common Stock,
20225,GLG,TD Holdings Inc,USA,NASDAQ,USD,Common Stock,US87250W1036
20226,GLGDF,GoGold Resources Inc,USA,OTCQX,USD,Common Stock,CA38045Y1025
20227,GLGI,Greystone Logistics Inc,USA,OTCQB,USD,Common Stock,US39807A1007
20228,GLGLF,GLG Life Tech Corporation,USA,PINK,USD,Common Stock,US3617932013
20229,GLHA,Glass Houses Acquisition Corp,USA,NASDAQ,USD,Common Stock,US37714P1030
20230,GLHAU,Glass Houses Acquisition Corp,USA,NASDAQ,USD,Common Stock,US37714P2020
20231,GLHAW,Glass Houses Acquisition Corp,USA,NASDAQ,USD,Common Stock,
20232,GLHD,PSH Group Holding Inc,USA,PINK,USD,Common Stock,
20233,GLHRF,Golden Harp Resources Inc,USA,OTCGREY,USD,Common Stock,
20236,GLIIF,Glacier Lake Resources Inc,USA,PINK,USD,Common Stock,
20238,GLIOF,Gold Lion Resources Inc,USA,PINK,USD,Common Stock,
20240,GLKFF,Raise Production Inc,USA,OTCGREY,USD,Common Stock,
20241,GLKIF,Great Lakes Graphite Inc,USA,PINK,USD,Common Stock,CA39062T1093
20245,GLLGF,Global Graphics PLC,USA,PINK,USD,Common Stock,
20246,GLLHF,Goldlion Holdings Limited,USA,PINK,USD,Common Stock,
20249,GLMD,Galmed Pharmaceuticals Ltd,USA,NASDAQ,USD,Common Stock,IL0011313900
20250,GLMFF,Glacier Media Inc,USA,OTCGREY,USD,Common Stock,
20254,GLNCY,Glencore plc,USA,PINK,USD,Common Stock,US37827X1000
20255,GLNG,Golar LNG Limited,USA,NASDAQ,USD,Common Stock,BMG9456A1009
20262,GLNS,Golden Star Resource Corp ,USA,OTCQB,USD,Common Stock,
20263,GLNV,Glenville Bank Holding Company Inc,USA,PINK,USD,Common Stock,US37908P1093
20266,GLOB,Globant S.A,USA,NYSE,USD,Common Stock,LU0974299876
20269,GLOG,GasLog Ltd,USA,NYSE,USD,Common Stock,BMG375851091
20270,GLOG-P-A,GasLog LP. 8.75% Series A Cumulative Redeemable Perpetual Preference Shares,USA,NYSE,USD,Preferred Share,
20271,GLOH,Glow Holdings Inc,USA,PINK,USD,Common Stock,
20273,GLOP,GasLog Partners LP,USA,NYSE,USD,Common Stock,MHY2687W1084
20274,GLOP-PA,GasLog Partners LP,USA,NYSE,USD,Preferred Share,
20275,GLOP-PC,GasLog Partners LP,USA,NYSE,USD,Preferred Share,
20277,GLP,Global Partners LP,USA,NYSE,USD,Common Stock,US37946R1095
20278,GLP-P-B,GLP-P-B,USA,NYSE,USD,Common Stock,
20279,GLP-PA,Global Partners LP,USA,NYSE,USD,Preferred Share,
20280,GLP-PB,Global Partners LP,USA,NYSE,USD,Common Stock,
20283,GLPEF,Galp Energia SGPS S.A,USA,OTCGREY,USD,Common Stock,
20284,GLPEY,Galp Energia SGPS S.A,USA,PINK,USD,Common Stock,US3640971053
20285,GLPG,Galapagos NV,USA,NASDAQ,USD,Common Stock,US36315X1019
20286,GLPGF,Galapagos NV,USA,OTCGREY,USD,Common Stock,BE0003818359
20287,GLPH,Gala Pharmaceutical Inc,USA,OTCCE,USD,Common Stock,US36316C3043
20288,GLPI,Gaming and Leisure Properties Inc,USA,NASDAQ,USD,Common Stock,US36467J1088
20292,GLPT,Global Profit Technologies Inc,USA,PINK,USD,Common Stock,US37949N1054
20295,GLRE,Greenlight Capital Re Ltd,USA,NASDAQ,USD,Common Stock,KYG4095J1094
20297,GLRI,Glori Energy Inc,USA,PINK,USD,Common Stock,US3796061063
20299,GLRP,Glen Rose Petroleum Corporation,USA,OTCCE,USD,Common Stock,US3778341061
20302,GLSEF,Glorious Sun Enterprises Limited,USA,PINK,USD,Common Stock,
