,Unnamed: 0,symbol,name,price,priceChange,percentChange,exchangeName,exShortName,exchangeCode,marketPlace,sector,industry,volume,openPrice,dayHigh,dayLow,MarketCap,MarketCapAllClasses,peRatio,prevClose,dividendFrequency,dividendYield,dividendAmount,dividendCurrency,beta,eps,exDividendDate,shortDescription,longDescription,website,email,phoneNumber,fullAddress,employees,shareOutStanding,totalDebtToEquity,totalSharesOutStanding,sharesESCROW,vwap,dividendPayDate,weeks52high,weeks52low,alpha,averageVolume10D,averageVolume30D,averageVolume50D,priceToBook,priceToCashFlow,returnOnEquity,returnOnAssets,day21MovingAvg,day50MovingAvg,day200MovingAvg,dividend3Years,dividend5Years,datatype,__typename
456,456.0,AGNCP:US,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferr,25.35,0.1,0.39604,Nasdaq Global Select,NGS,NGS,,Real Estate,REITs,17293,25.35,25.3803,25.28,583050000,0,,25.25,Quarterly,6.064,0.3828125,USD,1.161597,,2021-12-30 00:00:00.0,AGNC Investment Corp is a real estate investment trust that invests in agency residential mortgage-backed securities.,"AGNC Investment Corp is a real estate investment trust that invests in agency residential mortgage-backed securities. The firm's asset portfolio is comprised of residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by a U.S. Government-sponsored enterprise, such as the Federal National Mortgage Association and the Federal Home Loan Mortgage Corporation, or by a U.S. Government agency, such as the Government National Mortgage Association. It also invests in other types of mortgage and mortgage-related residential and commercial mortgage-backed securities or other investments in or related to, the housing, mortgage or real estate markets.",https://www.agnc.com,IR@AGNC.com,+1 301 968-9315,"2 Bethesda Metro Center, 12th Floor, Bethesda, MD, US",50.0,23000000,0.01,0,,25.3436009,2022-01-18,25.71,23.1,-0.017668,41370.0,47768.0,41918.0,,,15.86,1.96,25.138357,25.223206,24.560148,,,equity,Company
457,457.0,AGNMF:US,Agronomics Limited,0.30315,0.00665,2.242833,OTC Pink Limited,OTCPK,PINL,,Financial Services,Asset Management,16926,0.307,0.307,0.30315,284359952,270380678,163.1,0.2965,,,,,1.710078,,,Agronomics Ltd is an Isle of Man-based investment firm.,"Agronomics Ltd is an Isle of Man-based investment firm. The company principally invests in the nascent industry of modern foods, which are environmentally friendly alternatives to the traditional production of meat and plant-based sources of nutrition. Its investment medium includes debt securities, equity, & equity-related products of both quoted and unquoted companies and funds.",https://www.agronomics.im,info@agronomics.im,+44 1624639396,"18 Athol Street, Douglas, IM",,938017323,,891903935,,0.30677227,,1.0,0.1115,0.280555,24016.0,119587.0,118381.0,1.89,113.6,1.72,1.7,0.384476,0.353914,0.324333,,,equity,Company
458,458.0,AGNPD:US,Algernon Pharmaceuticals Inc - Class A,3.26,-0.19,-5.507246,OTCQB - U.S. Registered,OTCQB,OTCQB,,Healthcare,Biotechnology,8172,3.15,3.55,3.15,5472918,5460070,-0.9,3.45,,,,,1.3348,,,"Algernon Pharmaceuticals is a clinical stage drug development company focused on the disease areas of stroke, idiopathic pulmonary fibrosis (IPF) & chronic cough, and COVID-19.","Algernon Pharmaceuticals is a clinical stage drug development company focused on the disease areas of stroke, idiopathic pulmonary fibrosis (IPF) & chronic cough, and COVID-19. The company's  business model is highly capital efficient and strives to deliver maximum shareholder value. Algernon's unique approach to drug discovery is based on the concept of drug repurposing.",http://www.algernonpharmaceuticals.com,investors@algernonpharmaceuticals.com,+1 604 646-1553,"700 West Pender Street, Suite 915, Vancouver, BC, CA",,1678809,,1674868,,3.35022334,,32.5,2.5,0.021052,5853.0,6875.0,5347.0,0.88,,-74.33,-69.01,3.703638,4.783776,9.848775,,,equity,Company
459,459.0,AGNPF:US,OTCQB - U.S. Registered,0.0,,,OTCQB - U.S. Registered,OTCQB,OTCQB,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,equity,Company
460,460.0,AGNY:US,Agavenny Corporation,0.0521,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Industrials,Business Services,0,,,,801038,78150,-161.0,0.0521,,,,,7.946614,-0.009999999,,Agavenny Corp formerly Charter Corporate Services Inc provides consulting services for the certification of businesses.,Agavenny Corp formerly Charter Corporate Services Inc provides consulting services for the certification of businesses.,http://www.cvcs-inc.com,,+1 626 773-6538,"1605 W. Olympic Boulevard, Suite 1040, Los Angeles, CA, US",,15375000,,1500000,0.0,0.0521,,2.5,0.0521,0.530069,10.0,3.0,4.0,,,,,0.8507,1.082294,0.997642,,,equity,Company
461,461.0,AGO:US,Assured Guaranty Ltd.,49.75,0.85,1.738241,New York Stock Exchange,NYSE,NYE,,Financial Services,Insurance,173789,48.65,50.0,48.65,3475076753,3475076753,14.3,48.9,Quarterly,1.8,0.22,USD,1.255125,3.41000008,2021-11-16 00:00:00.0,Assured Guaranty Ltd offers financial guaranty insurance that protects holders of debt instruments and other monetary obligations from defaults in scheduled payments.,"Assured Guaranty Ltd offers financial guaranty insurance that protects holders of debt instruments and other monetary obligations from defaults in scheduled payments. In exchange for the insurance premiums the company collects, it is required to pay debtholders the amount of the shortfall in the event of default on a product it has insured. The company markets its insurance to issuers, underwriters, and investors in public finance and structured finance securities. Assured's products guarantee a number of different types of public finance obligations, issued principally in the United States and the United Kingdom, but also in other regions such as Australia and Western Europe.",https://www.assuredguaranty.com,rtucker@agltd.com,+1 441 279-5700,"30 Woodbourne Avenue, Hamilton, BM",412.0,69850789,0.27,69850789,0.0,49.7444017,2021-12-01,56.95,30.42,-0.004858,619897.0,479296.0,473372.0,0.552,45.9,4.28,1.7,48.488094,51.859055,48.010674,9.87,10.65,equity,Company
462,462.0,AGPIF:US,Anglo Pacific Group,1.7,-0.02,-1.162791,OTC Pink Current,OTCPK,OTO,,Basic Materials,Steel,137,1.7,1.7,1.7,363427291,363427291,98.7,1.72,Semi-Annual,2.672,0.02943,CAD,0.866765,,2022-01-06 00:00:00.0,Anglo Pacific Group PLC is engaged in obtaining royalties from a diversified portfolio focusing primarily on base metals and bulk materials.,"Anglo Pacific Group PLC is engaged in obtaining royalties from a diversified portfolio focusing primarily on base metals and bulk materials. As such, the company has non-operating interests in various mining projects around the globe, and it receives a proportion of the revenue, profit, or production from these assets. The group also continues to evaluate other acquisition opportunities that could increase return while diversifying the portfolio. It derives royalties from Australia, which includes Kestrel, Narrabri, Four Mile, Pilbara; Americas include McLean Lake, Mantos Blancos, Maracás Menchen, LIORC, Ring of Fire, Piauí, Cañariaco, Ground Hog, Flowstream; Europe include EVBC, Salamanca; and Other include Dugbe I. The majority of its royalty revenue comes from Australia.",https://www.anglopacificgroup.com,company.secretary@anglopacificgroup.com,+44 2034357400,"1 Savile Row, London, GB",9.0,213780759,0.35,213780759,,1.7,2022-02-16,2.39,1.59,0.007599,1783.0,4811.0,6444.0,0.8,9.9,1.01,0.7,1.698095,1.746706,1.851636,1.76,-2.01,equity,Company
463,463.0,AGPPF:US,Anglo American Platinum Limited,112.52,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Basic Materials,Metals & Mining,0,,,,29759928827,29759928827,6.0,112.52,Semi-Annual,8.391,70.0,ZAR,1.72994,1.78999996,2021-08-11 00:00:00.0,"Anglo American Platinum Ltd is the world's largest primary producer of Platinum Group Metals, which includes platinum, palladium, rhodium, iridium, ruthenium, and osmium.","Anglo American Platinum Ltd is the world's largest primary producer of Platinum Group Metals, which includes platinum, palladium, rhodium, iridium, ruthenium, and osmium. The company also produces base metals including copper, nickel, cobalt sulphate, sodium sulphate, chrome, and other precious metals. The primary uses of platinum group metals include jewellery, auto catalytic converters, fuel cells, air- and water-purification units, heart pacemakers, computer screens, hard disks, and fertilisers. The mining operations include managed mines, joint-venture mines, and associate mines across South Africa and Zimbabwe.",https://www.angloamericanplatinum.com,,+27 113736111,"55 Marshall Street, Johannesburg, ZA",25677.0,264485681,0.04,264485681,0.0,112.52,2021-08-16,155.16,81.95,0.01542,5.0,37.0,68.0,4.059,6.5,84.56,45.46,109.08976,107.62715,115.11392,92.4,,equity,Company
464,464.0,AGPYF:US,Agile Group Holdings Limited,0.51,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Real Estate,Real Estate,0,,,,1997694225,1997694225,1.4,0.51,Semi-Annual,25.176,0.5,HKD,0.42091,0.27000001,2021-09-02 00:00:00.0,Agile Group Holdings Ltd is an investment holding company.,"Agile Group Holdings Ltd is an investment holding company. The company's operating segment includes Property development; Property management; Commercial management; Environmental protection and Group. It generates maximum revenue from the Property development segment. Geographically, it derives revenue from China.",https://www.agile.com.cn,ir@agile.com.cn,+86 2088839888,"26 Huaxia Road, 33rd Floor, Agile Center, Guangzhou, CN",83463.0,3917047500,1.45,3917047500,0.0,0.51,2021-09-16,1.6,0.51,0.019462,594.0,203.0,667.0,0.188,8.2,15.11,3.1,0.6498,0.741934,1.124706,,,equity,Company
465,465.0,AGPYY:US,Agile Group Holdings Limited ADR,25.59,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Real Estate,Real Estate,0,,,,2004744911,2004744911,1.3,25.59,Semi-Annual,24.707,3.161303,USD,1.746866,13.3400001,2021-09-02 00:00:00.0,Agile Group Holdings Ltd is an investment holding company.,"Agile Group Holdings Ltd is an investment holding company. The company's operating segment includes Property development; Property management; Commercial management; Environmental protection and Group. It generates maximum revenue from the Property development segment. Geographically, it derives revenue from China.",https://www.agile.com.cn,ir@agile.com.cn,+86 2088839888,"26 Huaxia Road, 33rd Floor, Agile Center, Guangzhou, CN",83463.0,78340950,1.45,78340950,0.0,,2021-10-01,77.55,25.23,0.016279,129.0,86.0,80.0,0.188,8.7,15.11,3.1,31.535238,36.652237,53.17135,5.09,72.71,equity,Company
466,466.0,AGQPF:US,Algonquin Power,20.3395,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Utilities,Utilities - Independent Power Producers,0,,,,81358000,0,,20.3395,Quarterly,4.971,0.31819,CAD,0.191213,,2021-12-14 00:00:00.0,"Algonquin Power & Utilities Corp is a North American generation, transmission, and distribution utility.","Algonquin Power & Utilities Corp is a North American generation, transmission, and distribution utility. Within its distribution group, Algonquin owns and operates regulated water, natural gas, and electricity distribution utilities in the United States. Most of the company's revenue is derived from this division and, in turn, most of this division's revenue comes from its distribution of natural gas. In its generation group, Algonquin sells electricity produced by its energy facilities, including hydroelectric, wind, solar, and thermal power plants. Algonquin's wind farms account for most of its generation revenue. Finally, the company's transmission group focuses on building and investing in natural gas pipelines and electric transmission systems.",http://www.algonquinpowerandutilities.com,,+1 905 465-6123,"354 Davis Road, Oakville, ON, CA",3441.0,4000000,1.39,0,,,2021-12-31,21.2783,11.65,0.042876,1.0,0.0,4.0,,,12.41,4.13,20.33946,20.346472,19.512472,0.59,0.42,equity,Company
467,467.0,AGR:US,Avangrid Inc.,49.375,0.915,1.888155,New York Stock Exchange,NYSE,NYE,,Utilities,Utilities - Regulated,250563,48.6,49.45,48.41,19118224953,19118224953,22.1,48.46,Quarterly,3.632,0.44,USD,0.325764,2.19000005,2021-12-10 00:00:00.0,"Avangrid operates two business units, Networks and Renewables.","Avangrid operates two business units, Networks and Renewables. Networks operates eight regulated electric and natural gas utilities across New York, Maine, Connecticut, and Massachusetts, serving over 3 million customers. It is the combination of Iberdrola's U.S. regulated units and UIL Holdings. Renewables has historically focused on developing onshore wind projects but is looking to make significant developments in solar and offshore wind over the next five years. It operates more than 7.9 gigawatts of renewable energy across the U.S. Spanish utility Iberdrola spun off Avangrid's predecessor, Iberdrola USA, in 2015. Iberdrola owns 81.5% of Avangrid.",http://www.avangrid.com,Michelle.Hanson@avangrid.com,+1 207 629-1200,"180 Marsh Hill Road, Orange, CT, US",7000.0,387204556,0.42,387204556,,49.2397842,2022-01-03,55.57,44.02,0.005669,767557.0,608919.0,627202.0,1.001,13.8,4.15,1.91,49.224957,50.337353,50.85918,0.33,1.71,equity,Company
468,468.0,AGRDF:US,Minnova Corp,0.10897,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Basic Materials,Metals & Mining,0,,,,5293816,4748966,-4.6,0.10897,,,,,0.617619,,,Minnova Corp is operating in Canada. It is a gold-producing company. The company engages in the exploration and production of mining assets.,Minnova Corp is operating in Canada. It is a gold-producing company. The company engages in the exploration and production of mining assets. The company owns an interest in PL Gold Project and Nokomis Property.,https://www.minnovacorp.ca,gglenn@minnovacorp.ca,+1 647 985-2785,"217 Queen Street West, Suite 401, Toronto, ON, CA",,48580484,,43580484,0.0,0.10897,,0.38,0.074,0.008991,15558.0,25999.0,19910.0,0.45,17.3,-6.96,-5.22,0.101839,0.11457,0.172772,,,equity,Company
469,469.0,AGREF:US,Argonaut Resources NL,0.002,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Basic Materials,Metals & Mining,0,,,,7164410,7164410,-3.0,0.002,,,,,85.098816,,,Argonaut Resources NL is a mineral exploration and development company with operations in Zambia and Australia.,"Argonaut Resources NL is a mineral exploration and development company with operations in Zambia and Australia. The principal activities of the company are the identification and development of mineral resource opportunities. Its prime commodity focus is copper, and to a lesser extent gold and uranium. The company's base metal interests include the Nyungu copper/cobalt deposit in Zambia and the Kroombit zinc/copper deposit in Central Queensland.",https://www.argonautresources.com,,+61 882310381,"100 Pirie Street, Level 6, Adelaide, SA, AU",,3582204782,0.01,3582204782,0.0,0.002,,0.017,0.002,11.632675,10500.0,3500.0,2100.0,2.31,,-84.27,-71.54,0.013333,0.01546,0.014662,,,equity,Company
470,470.0,AGRI:US,AgriFORCE  Growing Systems Ltd.,2.1705,-0.0795,-3.533333,NASDAQ Capital Market,NCM,NSC,,Consumer Defensive,Consumer Packaged Goods,41001,2.25,2.25,2.17,32683083,32683083,-5.6,2.25,,,,,3.32326,-0.400000005,,AgriFORCE Growing Systems Ltd is dedicated to transforming modern agricultural development through its proprietary patent-pending facility design and automated growing system.,"AgriFORCE Growing Systems Ltd is dedicated to transforming modern agricultural development through its proprietary patent-pending facility design and automated growing system. Its methods are designed to produce high-quality, pesticide-free, locally cultivated crops, cost-effectively and with the ability to quickly scale, in virtually any climate.",https://www.agriforcegs.com,,+1 604 757-0952,"1112 West Pender Street, Suite 500, Vancouver, BC, CA",9.0,15057859,0.0,15057859,,2.21315382,,8.45,1.7506,-0.103523,106506.0,276551.0,5993307.0,3.192,,-247.72,-69.27,2.137819,2.242084,2.513283,,,equity,Company
471,471.0,AGRIW:US,AgriFORCE  Growing Systems Ltd. Warrant,0.44,-0.0002,-0.045434,NASDAQ Capital Market,NCM,NSC,,Consumer Defensive,Consumer Packaged Goods,1043,0.4402,0.47315,0.44,997334,0,,0.4402,,,,,3.966568,,,AgriFORCE Growing Systems Ltd is dedicated to transforming modern agricultural development through its proprietary patent-pending facility design and automated growing system.,"AgriFORCE Growing Systems Ltd is dedicated to transforming modern agricultural development through its proprietary patent-pending facility design and automated growing system. Its methods are designed to produce high-quality, pesticide-free, locally cultivated crops, cost-effectively and with the ability to quickly scale, in virtually any climate.",https://www.agriforcegs.com,,+1 604 757-0952,"1112 West Pender Street, Suite 500, Vancouver, BC, CA",9.0,2266666,0.0,0,,0.451934265,,2.55,0.349753,-0.202535,3844.0,25676.0,131556.0,,,-247.72,-69.27,0.476778,0.504729,0.642133,,,equity,Company
472,472.0,AGRO:US,Adecoagro S.A.,7.685,0.145,1.923077,New York Stock Exchange,NYSE,NYE,,Consumer Defensive,Consumer Packaged Goods,498098,7.49,7.69,7.48,866026770,866026770,7.4,7.54,,,,,1.284147,1.01999998,,Adecoagro SA is a Luxembourg-based agricultural company.,"Adecoagro SA is a Luxembourg-based agricultural company. It is involved in the wide range of businesses, including farming crops and other agricultural products, dairy operations, sugar, ethanol, and energy production and land transformation. The company operates through three segments namely Farming, Sugar, Ethanol and Energy, and Land Transformation. The Farming segment consists of planting, harvesting, and sale of grains, oilseeds and fibers, rice and production and sale of dairy products; the Sugar, Ethanol and Energy segment consists of cultivating sugar cane which is processed in owned sugar mills, transformed into ethanol; and the Land Transformation segment comprises identification and acquisition of underdeveloped and undermanaged farmland.",http://www.adecoagro.com,ir@adecoagro.com,+352 26449372,"6, Rue Eugene Ruppert, Vertigo Naos Building, Luxembourg, LU",8716.0,112690536,1.19,112690536,0.0,7.62382775,,11.77,6.0,-0.016565,1039619.0,1724105.0,1412180.0,0.902,2.7,13.31,4.92,7.542857,8.4822,9.23855,,,equity,Company
473,473.0,AGRPF:US,Absa Group Limited,0.0,,,OTC Pink Current,OTCPK,OTO,,Financial Services,Banks,0,,,,0,0,10.2,,Semi-Annual,3.891,3.1,ZAR,0.141767,1.15999996,2021-09-15 00:00:00.0,"Absa Group Ltd is a financial-services company that has three main business segments: retail and business banking; corporate and investment banking; and wealth, investment management, and insurance.","Absa Group Ltd is a financial-services company that has three main business segments: retail and business banking; corporate and investment banking; and wealth, investment management, and insurance. Retail and business banking includes various types of loans and credit cards, and that segment generates most of the firm's revenue. Overall, more than half of the firm's total revenue comes from net interest income. The firm also generates revenue through fees, insurance premiums, and commissions. Barclays Africa operates in roughly a dozen African countries, but the vast majority of its business is in South Africa.",https://www.absa.africa,,+27 113504000,"15 Troye Street, 7th Floor, Absa Towers West, Johannesburg, ZA",36737.0,829979099,1.29,829979099,0.0,,2021-09-20,10.687941,10.687941,0.014389,0.0,0.0,0.0,,37.9,12.18,0.92,10.687941,10.687941,10.687941,,,equity,Company
474,474.0,AGRPY:US,Absa Group Limited ADR,18.82,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Financial Services,Banks,0,,,,7810103313,7810103313,8.3,18.82,Semi-Annual,3.34,0.314306,USD,1.520629,2.30999994,2021-09-16 00:00:00.0,"Absa Group Ltd is a financial-services company that has three main business segments: retail and business banking; corporate and investment banking; and wealth, investment management, and insurance.","Absa Group Ltd is a financial-services company that has three main business segments: retail and business banking; corporate and investment banking; and wealth, investment management, and insurance. Retail and business banking includes various types of loans and credit cards, and that segment generates most of the firm's revenue. Overall, more than half of the firm's total revenue comes from net interest income. The firm also generates revenue through fees, insurance premiums, and commissions. Barclays Africa operates in roughly a dozen African countries, but the vast majority of its business is in South Africa.",https://www.absa.africa,,+27 113504000,"15 Troye Street, 7th Floor, Absa Towers West, Johannesburg, ZA",36737.0,414989549,1.29,414989549,0.0,,2021-09-30,22.35,14.54,-0.012159,210.0,226.0,824.0,1.007,18.2,12.18,0.92,18.258333,18.4314,18.689236,-11.48,-5.48,equity,Company
475,475.0,AGRX:US,Agile Therapeutics Inc.,0.5002,-0.0128,-2.495127,NASDAQ Capital Market,NCM,NSC,,Healthcare,Drug Manufacturers,1418250,0.513,0.5299,0.5,60722296,60722296,-0.7,0.513,,,,,0.994041,-0.779999971,,Agile Therapeutics Inc is a women's healthcare company to fulfill the unmet health needs of women. Its product candidates are designed to provide women with contraceptive options.,"Agile Therapeutics Inc is a women's healthcare company to fulfill the unmet health needs of women. Its product candidates are designed to provide women with contraceptive options. The firm's initial product, Twirla, (levonorgestrel and ethinyl estradiol) transdermal system is a non-daily prescription contraceptive. Twirla is based on proprietary transdermal patch technology, called Skinfusion, which is designed to allow drug delivery through the skin.",https://www.agiletherapeutics.com,info@agiletherapeutics.com,+1 609 683-1880,"101 Poor Farm Road, Princeton, NJ, US",28.0,121396033,1.54,121396033,,0.510991948,,3.77,0.502,0.000736,1375433.0,1770617.0,2110358.0,5.558,,-182.08,-110.7,0.593838,0.691548,1.229766,,,equity,Company
476,476.0,AGS:US,PlayAGS Inc.,6.775,-0.085,-1.239067,New York Stock Exchange,NYSE,NYE,,Consumer Cyclical,Travel & Leisure,59953,6.83,6.88,6.71,250191963,250191963,-8.0,6.86,,,,,3.385522,-0.860000014,,PlayAGS Inc is a designer and supplier of gaming products and services for the gaming industry.,"PlayAGS Inc is a designer and supplier of gaming products and services for the gaming industry. The company mainly supplies electronic gaming machines (EGM), server-based systems and back-office systems which are used by casinos, and various gaming locations. Its operating segments are EGM, Table Products, and Interactive. The EGM segment offers a selection of video slot titles developed for the global marketplace as well as EGM cabinets. Its Table Products segments include live proprietary table games and side bets, as well as ancillary table products. The Interactive segment consists of delivering games through mobile apps such as Lucky Play Casino and Vegas Fever. It earns a majority of its revenue from the Electronic Gaming Machines segment and geographically from the United States.",https://www.playags.com,jboguslawski@playags.com,+1 702 722-6700,"5475 South Decatur Boulevard, Suite 100, Las Vegas, NV, US",684.0,36928703,13.36,36928703,,6.77631107,,11.32,4.73,-0.024389,186281.0,214064.0,252176.0,5.377,3.5,-55.76,-4.05,6.72,7.6238,8.31695,,,equity,Company
477,477.0,AGSM:US,Silver Stream Mining Corp,0.0,,,OTC Expert Market,EXPM,EXPM,,Basic Materials,Metals & Mining,0,,,,0,0,-53.3,,,,,,21.092262,-0.150000005,,Silver Stream Mining Corp is a United States-based natural resource company. It is principally engaged in the business of the acquisition and exploration of mineral resource properties.,"Silver Stream Mining Corp is a United States-based natural resource company. It is principally engaged in the business of the acquisition and exploration of mineral resource properties. The company's interest is in a property located in the State of Sinaloa, Mexico known as the Metates Property, an exploration stage property, which is located approximately 110 kilometers NW of the city of Mazatlan, in the State of Sinaloa, Mexico. The other interests of the group are Solomon Pillars Gold Property, Zonia Copper Project and Bunker Hill Project.",,info@yourwinewizard.com,+1 702 818-1775,"9550 South Eastern Avenue, Suite 253, Las Vegas, NV, US",1.0,47758877,,47758877,0.0,,,,,1.208595,0.0,0.0,0.0,,,301.62,-2284.4,8.0,8.0,8.0,,,equity,Company
478,478.0,AGSO:US,AgriSolar Soutions Inc,0.3998,0.0008,0.200501,OTC Pink Current,OTCPK,OTO,,Financial Services,Diversified Financial Services,9115,0.3999,0.3999,0.3628,12105743,25517830,-20.7,0.399,,,,,0.526265,-0.019999999,,AgriSolar Solutions Inc is a shell company.,AgriSolar Solutions Inc is a shell company.,http://www.titannrg.com,,+1 520 743-3000,"4255 North Sullinger Avenue, Suite 701, Tucson, AZ, US",,30279497,0.69,63826486,0.0,0.376834438,,0.495,0.0286,0.23731,50586.0,47795.0,51372.0,13.327,,,,0.272364,0.279528,0.214352,,,equity,Company
479,479.0,AGSVF:US,Argentum Silver Corp,0.1534,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Basic Materials,Metals & Mining,0,,,,7915217,7915217,-26.5,0.1534,,,,,-0.629122,,,"Argentum Silver Corp is an exploration stage company, engaged in the acquisition, exploration, and development of mineral properties. The company projects include Vanadium Ridge and Cochavara.","Argentum Silver Corp is an exploration stage company, engaged in the acquisition, exploration, and development of mineral properties. The company projects include Vanadium Ridge and Cochavara.",http://www.argentumsilvercorp.com,gnassif@argentumsilvercorp.com,+1 416 855-9304,"217 Queen Street West, Suite 401, Toronto, ON, CA",,51598543,,51598543,0.0,0.1534,,0.27327,0.13,0.054985,0.0,0.0,10.0,8.75,,-14.22,-11.68,0.1534,0.15472,0.161332,,,equity,Company
480,480.0,AGTAF:US,Agriterra Limited,0.05,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Consumer Defensive,Consumer Packaged Goods,0,,,,1062031,1062031,-0.7,0.05,,,,,77.152565,,,"Agriterra Ltd is engaged in investing, developing, and operating agricultural projects. It operates in two segments: Grain, which generates majority revenue; and Beef.","Agriterra Ltd is engaged in investing, developing, and operating agricultural projects. It operates in two segments: Grain, which generates majority revenue; and Beef. The grain segment operates as maize purchasing and processing businesses. Its Beef segment is engaged in sourcing cattle from local farmers and then processes them through its feedlot, abattoir operations, and retail units. The majority of its revenue comes from the Mozambique market.",http://www.agriterra-ltd.com,,,"St Julian's Avenue, Connaught House, St Peter Port, GG",459.0,21240618,0.88,21240618,0.0,,,0.05,0.05,3.33397,0.0,0.0,0.0,0.12,,-37.56,-11.02,0.05,0.05,0.05,,,equity,Company
481,481.0,AGTC:US,Applied Genetic Technologies Corporation,1.875,-0.035,-1.832461,NASDAQ Global Market,NSD,NSD,,Healthcare,Biotechnology,459719,1.9,1.93,1.87,80369160,80369160,-1.2,1.91,,,,,1.933631,-1.62,,Applied Genetic Technologies Corp is a clinical-stage biotechnology company that uses a proprietary gene therapy platform to develop transformational genetic therapies for patients suffering from...,"Applied Genetic Technologies Corp is a clinical-stage biotechnology company that uses a proprietary gene therapy platform to develop transformational genetic therapies for patients suffering from rare and debilitating diseases. Its initial focus is in the field of ophthalmology, where it has active clinical trials in X-linked retinitis pigmentosa, achromatopsia (ACHM CNGB3 and ACHM CNGA3), and X-linked retinoschisis. In addition to its clinical trials, company has preclinical programs in optogenetics, adrenoleukodystrophy, which is a disease of the central nervous system, other ophthalmology, and otology indications. The optogenetics program is being developed in collaboration with Bionic Sight.",https://www.agtc.com,bsullivan@agtc.com,+1 386 462-2204,"14193 NW 119th Terrace, Suite 10, Alachua, FL, US",83.0,42863552,0.35,42863552,,1.89925484,,9.67,1.84,-0.026643,453180.0,793057.0,658084.0,1.157,1.8,-95.37,-61.16,2.044286,2.3744,3.5273,,,equity,Company
482,482.0,AGTEF:US,AGTech Holdings Ltd.,0.0328,-0.0001,-0.303951,OTC Pink Current,OTCPK,OTO,,Consumer Cyclical,Travel & Leisure,13000,0.034165,0.034165,0.0328,382852826,382852826,311.7,0.0329,,,,,2.425028,0.0,,AGTech Holdings Ltd is an investment holding company that operates in the sports lottery market.,"AGTech Holdings Ltd is an investment holding company that operates in the sports lottery market. The company provides lottery hardware, such as terminals and other lottery-related equipment; lottery games, related software & underlying supporting systems; lottery games and products and ancillary services; and non-lottery games and entertainment content. It offers a sports lottery platform, through which it provides virtual games such as Lucky Racing and e-Ball Lottery. Its geographical segments are Hong Kong, China, and Others, of which the majority of its revenue comes from China.",https://www.agtech.com,,+852 25061668,"Times Square, Causeway Bay, Unit 3912, 39th Floor, Tower Two, Hong Kong, HK",202.0,11672342235,0.02,11672342235,0.0,0.033115,,0.045,0.025,-0.038937,9301.0,6752.0,36045.0,1.093,2296.2,-1.62,-1.49,0.034158,0.038362,0.036606,,,equity,Company
483,483.0,AGTI:US,Agiliti Inc.,22.55,0.34,1.530842,New York Stock Exchange,NYSE,NYE,,Healthcare,Healthcare Providers & Services,76336,22.26,22.78,22.23,2946219400,2946219400,138.8,22.21,,,,,1.094663,0.159999996,,Agiliti Inc is a provider of end-to-end healthcare technology management and service solutions to the United States healthcare industry.,"Agiliti Inc is a provider of end-to-end healthcare technology management and service solutions to the United States healthcare industry. The services provided by the company include Clinical engineering, Equipment rental, Imaging services and Onsite Management among others. Geographically, it operates only in the United States.",https://www.agilitihealth.com,,+1 952 893-3200,"6625 West 78th Street, Suite 300, Minneapolis, MN, US",3852.0,130652745,1.26,130652745,,22.5054687,,26.36,5.75,0.082544,237619.0,232627.0,229670.0,3.366,19.1,1.55,0.59,20.855238,22.2892,18.99825,,,equity,Company
484,484.0,AGTK:US,Agritek Holdings Inc,0.0001,-0.0001,-50.0,OTC Expert Market,EXPM,EXPM,,Real Estate,Real Estate,1008166,0.0002,0.0002,0.0001,8170,6387,0.0,0.0002,,,,,2.317176,-0.5,,"Agritek Holdings Inc is a U.S based fully integrated, active investor and operator in the legal cannabis sector.","Agritek Holdings Inc is a U.S based fully integrated, active investor and operator in the legal cannabis sector. The company acquires and leases real estate, then leases or sub-leases the real estate to licensed marijuana operators. It is focused on three high-value segments of the cannabis market, including real estate investment, intellectual property brands; and infrastructure, with operations in three states: Colorado, Washington State, and California as well as Canada and Puerto Rico. The firm invests its capital through real estate holdings, licensing agreements, royalties, and equity in acquisition operations.",http://www.agritekholdings.com,Investinfo@frontline.net,+1 305 721-2727,"777 Brickell Avenue, Suite 500, Miami, FL, US",2.0,81698950,,63864989,0.0,0.000160208,,0.0569,0.0001,-0.08106,20865.0,46041.0,71554.0,-0.001,,204.41,-1227.71,0.000669,0.003986,0.015817,,,equity,Company
